gender,age,survived,class,embarked,country,,,,,,,,,,,,,,,,,
Female,1,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,21,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Female,19,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,36,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,3,S,,,,,,,,,,,,,,,,,,
Male,20,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,28,No,2,C,USA,,,,,,,,,,,,,,,,,
Female,14,Yes,2,C,LBN,,,,,,,,,,,,,,,,,
Male,20,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,36,No,1,C,USA,,,,,,,,,,,,,,,,,
Female,21,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,2,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,3,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,32,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,22,No,3,S,,,,,,,,,,,,,,,,,,
Male,26,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,31,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,23,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,58,No,1,C,USA,,,,,,,,,,,,,,,,,
Female,19,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,19,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,60,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,29,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,28,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,18,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Female,26,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,21,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,11,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Female,14,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,41,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,39,Yes,3,S,USA,,,,,,,,,,,,,,,,,
Male,20,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,27,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,20,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Female,29,Yes,2,S,USA,,,,,,,,,,,,,,,,,
Female,22,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,60,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,26,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,27,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,18,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,17,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,24,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,22,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,21,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,16,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,39,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,9,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,28,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,42,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,27,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,31,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,28,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,32,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,20,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,29,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Female,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,20,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,20,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,16,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,22,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,64,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,21,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,38,No,2,S,USA,,,,,,,,,,,,,,,,,
Male,36,No,1,C,NAM,,,,,,,,,,,,,,,,,
Male,22,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Male,23,No,2,S,NAM,,,,,,,,,,,,,,,,,
Male,29,Yes,2,C,EUR,,,,,,,,,,,,,,,,,
Male,2,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,6,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,3,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,8,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,29,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,1,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,15,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,7,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,2,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,16,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,41,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,17,No,2,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,2,B,EUR,,,,,,,,,,,,,,,,,
Female,59,Yes,2,S,USA,,,,,,,,,,,,,,,,,
Male,30,No,1,B,ENG,,,,,,,,,,,,,,,,,
Male,40,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,20,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,1,S,NAM,,,,,,,,,,,,,,,,,
Male,0.583333333,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,4,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,26,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,22,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,24,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,25,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,22,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,24,No,1,C,EUR,,,,,,,,,,,,,,,,,
Male,19,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,39,No,2,C,EUR,,,,,,,,,,,,,,,,,
Female,33,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Male,25,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,41,No,2,S,EUR,,,,,,,,,,,,,,,,,
Female,28,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,4,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Female,2,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,24,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,28,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,19,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,29,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,18,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,25,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,52,Yes,1,S,NAM,,,,,,,,,,,,,,,,,
Female,21,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,19,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,43,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,33,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Female,32,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,27,No,3,S,,,,,,,,,,,,,,,,,,
Male,17,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,24,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,2,C,USA,,,,,,,,,,,,,,,,,
Male,46,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,56,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,27,No,2,C,USA,,,,,,,,,,,,,,,,,
Male,16,No,3,C,,,,,,,,,,,,,,,,,,
Female,2,Yes,2,S,,,,,,,,,,,,,,,,,,
Female,8,Yes,2,S,,,,,,,,,,,,,,,,,,
Female,33,Yes,2,S,,,,,,,,,,,,,,,,,,
Male,27,No,3,S,,,,,,,,,,,,,,,,,,
Male,21,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,63,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,30,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,18,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,36,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,33,No,2,S,EUR,,,,,,,,,,,,,,,,,
Female,30,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,37,No,1,C,EUR,,,,,,,,,,,,,,,,,
Female,29,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,33,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,10,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,4,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,7,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,2,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,8,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,39,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,2,C,,,,,,,,,,,,,,,,,,
Male,0.75,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,3,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,24,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,58,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,1,C,,,,,,,,,,,,,,,,,,
Female,22,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,35,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,22,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,69,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,64,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,43,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,50,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,48,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,45,No,1,C,ENG,,,,,,,,,,,,,,,,,
Male,31,No,1,S,USA,,,,,,,,,,,,,,,,,
Male,18,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,45,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,49,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,39,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,2,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,41,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,18,No,3,S,FIN,,,,,,,,,,,,,,,,,
Female,33,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,46,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,36,No,1,S,NAM,,,,,,,,,,,,,,,,,
Female,33,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Female,26,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,46,No,1,C,USA,,,,,,,,,,,,,,,,,
Female,54,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,55,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,59,No,1,S,SAM,,,,,,,,,,,,,,,,,
Female,22,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,17,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,30,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,13,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,18,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,21,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,61,No,1,C,USA,,,,,,,,,,,,,,,,,
Female,48,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,30,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,27,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,47,Yes,1,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,17,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,43,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,13,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,5,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,8,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,14,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,10,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,21,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,17,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,45,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,45,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,24,Yes,1,C,,,,,,,,,,,,,,,,,,
Male,24,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,21,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,43,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,29,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,17,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,40,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,16,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,1,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Female,4,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Female,24,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,21,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,19,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Female,35,Yes,1,C,EUR,,,,,,,,,,,,,,,,,
Male,29,Yes,3,S,EUR,,,,,,,,,,,,,,,,,
Male,22,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,3,S,,,,,,,,,,,,,,,,,,
Male,28,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,10,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,30,Yes,1,S,,,,,,,,,,,,,,,,,,
Male,34,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,35,No,3,S,IRL,,,,,,,,,,,,,,,,,
Male,29,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,19,No,3,C,,,,,,,,,,,,,,,,,,
Male,55,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,25,Yes,2,S,USA,,,,,,,,,,,,,,,,,
Male,26,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,20,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,22,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,40,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,17,Yes,2,S,FIN,,,,,,,,,,,,,,,,,
Male,35,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,39,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,51,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,40,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,56,Yes,1,S,EUR,,,,,,,,,,,,,,,,,
Female,20,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,30,Yes,2,S,FIN,,,,,,,,,,,,,,,,,
Male,22,No,3,C,ASA,,,,,,,,,,,,,,,,,
Male,20,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,18,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Male,59,No,2,S,SWE,,,,,,,,,,,,,,,,,
Male,5,No,3,S,USA,,,,,,,,,,,,,,,,,
Male,11,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,9,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,2,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,43,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,40,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,42,No,3,S,,,,,,,,,,,,,,,,,,
Female,30,Yes,2,Q,NAM,,,,,,,,,,,,,,,,,
Male,35,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,28,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,56,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,49,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,56,No,1,C,EUR,,,,,,,,,,,,,,,,,
Male,24,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,57,No,1,S,ENG,,,,,,,,,,,,,,,,,
Female,18,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,18,Yes,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,27,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,24,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,23,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,25,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,31,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,6,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,45,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,39,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,48,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,57,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,31,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,1,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,33,No,3,C,EUR,,,,,,,,,,,,,,,,,
Female,24,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,2,C,USA,,,,,,,,,,,,,,,,,
Male,62,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,54,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,43,Yes,1,C,IRL,,,,,,,,,,,,,,,,,
Female,52,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,64,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,24,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,61,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,59,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,22,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,30,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Male,67,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,63,No,1,S,EUR,,,,,,,,,,,,,,,,,
Male,27,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,2,No,3,S,USA,,,,,,,,,,,,,,,,,
Female,29,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,20,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,44,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Male,25,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,61,No,1,S,ENG,,,,,,,,,,,,,,,,,
Male,74,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,14,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,24,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,19,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,14,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,46,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,0.416666667,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,30,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,16,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Female,18,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,52,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,39,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,48,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,40,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,49,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,25,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,49,No,1,C,USA,,,,,,,,,,,,,,,,,
Male,17,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Female,39,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,34,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,3,C,,,,,,,,,,,,,,,,,,
Male,16,No,3,C,,,,,,,,,,,,,,,,,,
Male,37,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,38,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,37,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,33,Yes,3,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,3,S,FIN,,,,,,,,,,,,,,,,,
Male,20,No,3,Q,IRL,,,,,,,,,,,,,,,,,
Male,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,22,No,3,S,ENG,,,,,,,,,,,,,,,,,
Female,48,Yes,2,S,IRL,,,,,,,,,,,,,,,,,
Male,41,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,3,C,LBN,,,,,,,,,,,,,,,,,
Male,26,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Male,25,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,27,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Female,27,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,1,C,USA,,,,,,,,,,,,,,,,,
Male,8,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Female,9,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Female,27,Yes,3,C,LBN,,,,,,,,,,,,,,,,,
Male,36,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,18,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Female,63,Yes,3,S,FIN,,,,,,,,,,,,,,,,,
Female,26,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,39,No,1,C,NAM,,,,,,,,,,,,,,,,,
Male,10,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,9,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,35,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,46,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,61,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,18,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,31,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,15,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,31,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,35,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,28,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,10,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,36,No,3,S,EUR,,,,,,,,,,,,,,,,,
Female,30,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,22,Yes,3,C,ASA,,,,,,,,,,,,,,,,,
Male,40,No,2,S,USA,,,,,,,,,,,,,,,,,
Male,20,No,3,S,SWE,,,,,,,,,,,,,,,,,
Female,14,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,21,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,22,No,3,S,EUR,,,,,,,,,,,,,,,,,
Male,48,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,36,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,37,Yes,1,C,,,,,,,,,,,,,,,,,,
Male,35,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,47,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,32,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,63,No,1,C,USA,,,,,,,,,,,,,,,,,
Female,60,Yes,1,C,ENG,,,,,,,,,,,,,,,,,
Male,19,No,2,B,EUR,,,,,,,,,,,,,,,,,
Female,12,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Female,40,Yes,2,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,3,C,LBN,,,,,,,,,,,,,,,,,
Female,37,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,66,No,3,S,ENG,,,,,,,,,,,,,,,,,
Male,59,No,1,S,USA,,,,,,,,,,,,,,,,,
Male,37,No,2,S,EUR,,,,,,,,,,,,,,,,,
Female,37,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,2,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,4,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,29,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,3,S,SWE,,,,,,,,,,,,,,,,,
Female,0.833333333,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Female,4,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,2,S,ENG,,,,,,,,,,,,,,,,,
Female,33,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,65,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,2,S,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,2,S,ENG,,,,,,,,,,,,,,,,,
Male,54,No,1,S,USA,,,,,,,,,,,,,,,,,
Male,21,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,55,Yes,1,C,,,,,,,,,,,,,,,,,,
Male,57,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,31,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Female,45,Yes,1,S,USA,,,,,,,,,,,,,,,,,
Male,51,No,3,S,SWE,,,,,,,,,,,,,,,,,
Male,50,No,1,S,USA,,,,,,,,,,,,,,,,,
Male,27,No,1,S,USA,,,,,,,,,,,,,,,,,
Female,50,Yes,1,S,USA,,,,,,,,,,,,,,,,,
